_id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
6a1dc27d98be8b62b69644b2,26.0,male,Bachelor,114645.0,2,RENT,31050.0,HOMEIMPROVEMENT,14.17,0.27,3.0,681,No,1
6a1dc27d98be8b62b696c381,58.0,male,Bachelor,121416.0,35,RENT,12000.0,EDUCATION,8.9,0.1,30.0,744,Yes,0
6a1dc27d98be8b62b696ef19,23.0,female,Master,51910.0,3,RENT,6000.0,HOMEIMPROVEMENT,12.48,0.12,4.0,690,No,1
6a1dc27d98be8b62b6966373,21.0,male,Bachelor,57371.0,1,RENT,7000.0,VENTURE,14.96,0.12,3.0,653,No,0
6a1dc27d98be8b62b696b11a,33.0,female,Bachelor,252837.0,7,MORTGAGE,20000.0,DEBTCONSOLIDATION,9.91,0.08,7.0,691,No,0
6a1dc27d98be8b62b6964bda,24.0,male,Bachelor,144908.0,2,RENT,15000.0,MEDICAL,11.01,0.1,3.0,630,Yes,0
6a1dc27d98be8b62b69657c4,23.0,male,Bachelor,48518.0,0,RENT,5000.0,PERSONAL,10.2,0.1,2.0,626,No,0
6a1dc27d98be8b62b696eb50,33.0,female,Master,58745.0,9,RENT,14872.0,PERSONAL,11.53,0.25,11.0,691,No,1
6a1dc27d98be8b62b696ce38,28.0,male,High School,77789.0,6,MORTGAGE,3086.0,EDUCATION,8.62,0.04,6.0,655,Yes,0
6a1dc27d98be8b62b696ba6b,44.0,male,Bachelor,143826.0,20,RENT,5900.0,DEBTCONSOLIDATION,6.17,0.04,14.0,650,Yes,0
6a1dc27d98be8b62b6964d8d,21.0,female,Master,27740.0,0,RENT,2500.0,PERSONAL,16.29,0.09,4.0,693,No,1
6a1dc27d98be8b62b696676f,24.0,female,Master,58494.0,5,RENT,8000.0,DEBTCONSOLIDATION,7.51,0.14,4.0,702,No,0
6a1dc27d98be8b62b696a565,33.0,female,Associate,91554.0,10,MORTGAGE,22000.0,EDUCATION,10.25,0.24,10.0,639,Yes,0
6a1dc27d98be8b62b696793c,23.0,female,High School,111380.0,1,MORTGAGE,24250.0,VENTURE,11.12,0.22,4.0,617,No,0
6a1dc27d98be8b62b6967e76,25.0,female,High School,139377.0,4,MORTGAGE,14000.0,VENTURE,6.62,0.1,3.0,665,Yes,0
6a1dc27d98be8b62b6969bf9,27.0,female,High School,66990.0,4,MORTGAGE,5000.0,PERSONAL,6.62,0.07,6.0,667,Yes,0
6a1dc27d98be8b62b6969f12,27.0,female,Bachelor,73065.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,12.53,0.14,10.0,642,Yes,0
6a1dc27d98be8b62b6965e2a,23.0,male,Bachelor,53947.0,0,MORTGAGE,5400.0,MEDICAL,10.99,0.1,2.0,667,No,1
6a1dc27d98be8b62b6965b50,25.0,female,Master,35682.0,4,RENT,5500.0,DEBTCONSOLIDATION,9.76,0.15,4.0,571,Yes,0
6a1dc27d98be8b62b6969b56,29.0,female,Bachelor,64359.0,5,MORTGAGE,1000.0,HOMEIMPROVEMENT,13.49,0.02,6.0,500,Yes,0
6a1dc27d98be8b62b69660e3,24.0,male,High School,30624.0,0,RENT,6950.0,MEDICAL,14.42,0.23,3.0,669,No,1
6a1dc27d98be8b62b6969a44,27.0,male,Associate,61309.0,2,MORTGAGE,3600.0,EDUCATION,8.88,0.06,10.0,664,No,0
6a1dc27d98be8b62b696a49f,28.0,male,High School,91113.0,6,MORTGAGE,16800.0,MEDICAL,6.03,0.18,8.0,665,Yes,0
6a1dc27d98be8b62b6969727,33.0,female,High School,82447.0,12,RENT,5000.0,EDUCATION,13.49,0.06,8.0,641,No,0
6a1dc27d98be8b62b696c559,26.0,male,Bachelor,46747.0,4,MORTGAGE,3901.0,HOMEIMPROVEMENT,7.92,0.08,3.0,596,Yes,0
6a1dc27d98be8b62b696c077,37.0,male,Bachelor,150785.0,13,MORTGAGE,8000.0,HOMEIMPROVEMENT,9.32,0.05,15.0,708,Yes,0
6a1dc27d98be8b62b696c3da,31.0,male,Master,35855.0,9,OWN,2000.0,MEDICAL,8.88,0.06,7.0,549,No,0
6a1dc27d98be8b62b6965213,21.0,female,Master,45381.0,0,MORTGAGE,12400.0,EDUCATION,7.51,0.27,4.0,606,Yes,0
6a1dc27d98be8b62b696bd61,39.0,female,Associate,84939.0,19,MORTGAGE,8400.0,DEBTCONSOLIDATION,7.88,0.1,15.0,634,Yes,0
6a1dc27d98be8b62b6966383,23.0,male,Associate,60958.0,1,RENT,7000.0,VENTURE,11.01,0.11,2.0,668,Yes,0
6a1dc27d98be8b62b69672f1,25.0,female,High School,93292.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,7.49,0.03,3.0,535,Yes,0
6a1dc27d98be8b62b696c407,26.0,male,High School,136663.0,2,OWN,3160.0,VENTURE,11.01,0.02,3.0,598,Yes,0
6a1dc27d98be8b62b69658ef,25.0,female,Master,54375.0,4,MORTGAGE,6000.0,DEBTCONSOLIDATION,6.03,0.11,2.0,658,Yes,0
6a1dc27d98be8b62b6968db1,27.0,male,Bachelor,60881.0,6,RENT,16000.0,MEDICAL,11.01,0.26,5.0,660,No,1
6a1dc27d98be8b62b6967006,22.0,female,Bachelor,61005.0,0,RENT,10000.0,PERSONAL,11.71,0.16,3.0,680,No,0
6a1dc27d98be8b62b696a496,28.0,male,High School,91192.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,8.9,0.16,9.0,620,Yes,0
6a1dc27d98be8b62b696742b,24.0,male,High School,96783.0,3,MORTGAGE,2500.0,MEDICAL,11.49,0.03,2.0,635,Yes,0
6a1dc27d98be8b62b696557a,24.0,male,Associate,15472.0,0,RENT,4750.0,EDUCATION,10.75,0.31,4.0,587,No,1
6a1dc27d98be8b62b6969cbf,29.0,female,Bachelor,68562.0,7,OWN,9200.0,EDUCATION,6.03,0.13,9.0,697,Yes,0
6a1dc27d98be8b62b696b09e,28.0,female,Bachelor,191739.0,5,MORTGAGE,15000.0,PERSONAL,11.86,0.08,8.0,484,Yes,0
6a1dc27d98be8b62b696500a,24.0,male,Associate,150900.0,2,RENT,3000.0,DEBTCONSOLIDATION,14.72,0.02,3.0,591,Yes,0
6a1dc27d98be8b62b696e484,30.0,male,Bachelor,121558.0,6,MORTGAGE,21820.0,EDUCATION,12.43,0.18,7.0,683,Yes,0
6a1dc27d98be8b62b696610d,26.0,female,High School,31744.0,4,RENT,6500.0,MEDICAL,9.99,0.2,4.0,655,Yes,0
6a1dc27d98be8b62b696eb9c,24.0,female,Master,23545.0,0,OWN,3500.0,MEDICAL,13.81,0.15,4.0,583,No,1
6a1dc27d98be8b62b6969d44,34.0,male,High School,69396.0,15,RENT,7500.0,DEBTCONSOLIDATION,11.14,0.11,7.0,668,No,0
6a1dc27d98be8b62b696a2be,34.0,male,Associate,84953.0,13,MORTGAGE,4600.0,VENTURE,14.79,0.05,7.0,704,Yes,0
6a1dc27d98be8b62b696669f,22.0,male,High School,43307.0,0,RENT,8000.0,VENTURE,12.41,0.18,3.0,585,Yes,0
6a1dc27d98be8b62b696ec22,30.0,female,Master,76451.0,8,RENT,25000.0,MEDICAL,10.91,0.33,8.0,687,No,1
6a1dc27d98be8b62b696ce32,22.0,male,High School,139056.0,0,MORTGAGE,20000.0,DEBTCONSOLIDATION,10.68,0.14,4.0,618,Yes,0
6a1dc27d98be8b62b6964def,23.0,male,Associate,60221.0,0,RENT,2500.0,DEBTCONSOLIDATION,11.01,0.04,2.0,673,No,1
6a1dc27d98be8b62b69651d8,23.0,male,High School,67070.0,2,RENT,11000.0,MEDICAL,11.01,0.16,2.0,681,Yes,0
6a1dc27d98be8b62b696f082,23.0,male,Associate,77815.0,0,RENT,10225.0,VENTURE,12.85,0.13,3.0,651,No,1
6a1dc27d98be8b62b696f372,21.0,female,Bachelor,29934.0,0,RENT,10000.0,DEBTCONSOLIDATION,13.48,0.33,2.0,592,No,1
6a1dc27d98be8b62b69660f2,25.0,female,High School,31110.0,1,RENT,6325.0,MEDICAL,8.9,0.2,4.0,587,Yes,0
6a1dc27d98be8b62b69661ca,24.0,female,Associate,64519.0,0,MORTGAGE,6400.0,EDUCATION,13.67,0.1,2.0,640,Yes,0
6a1dc27d98be8b62b69667c9,22.0,female,Bachelor,66787.0,1,RENT,8000.0,PERSONAL,11.71,0.12,3.0,661,Yes,0
6a1dc27d98be8b62b696599c,23.0,male,High School,78917.0,0,RENT,8500.0,MEDICAL,12.21,0.11,2.0,552,No,0
6a1dc27d98be8b62b6964f78,23.0,male,Master,70337.0,0,RENT,12000.0,DEBTCONSOLIDATION,12.87,0.17,3.0,569,No,0
6a1dc27d98be8b62b6968f48,30.0,male,Master,26609.0,5,RENT,2400.0,VENTURE,10.25,0.09,9.0,720,No,0
6a1dc27d98be8b62b6966efb,21.0,male,Bachelor,54965.0,1,RENT,10000.0,VENTURE,6.62,0.18,4.0,658,Yes,0
6a1dc27d98be8b62b696edf2,32.0,male,Bachelor,44035.0,8,MORTGAGE,7000.0,DEBTCONSOLIDATION,7.58,0.16,5.0,678,No,1
6a1dc27d98be8b62b696a66a,27.0,female,Doctorate,97193.0,1,MORTGAGE,35000.0,PERSONAL,11.01,0.36,8.0,658,Yes,0
6a1dc27d98be8b62b696a9ef,27.0,female,High School,112838.0,2,MORTGAGE,16000.0,DEBTCONSOLIDATION,13.57,0.14,10.0,570,Yes,0
6a1dc27d98be8b62b69666aa,26.0,male,Associate,37128.0,1,RENT,8000.0,HOMEIMPROVEMENT,11.01,0.22,3.0,658,No,1
6a1dc27d98be8b62b6968c54,31.0,male,Associate,78875.0,11,RENT,20000.0,VENTURE,10.65,0.25,8.0,633,No,1
6a1dc27d98be8b62b69683e8,25.0,male,Associate,89934.0,3,OWN,16000.0,MEDICAL,8.49,0.18,3.0,702,Yes,0
6a1dc27d98be8b62b6968bdc,30.0,male,Bachelor,108977.0,8,RENT,24000.0,MEDICAL,11.49,0.22,6.0,609,Yes,0
6a1dc27d98be8b62b696f123,24.0,male,Master,80955.0,2,MORTGAGE,30000.0,MEDICAL,17.22,0.37,3.0,647,No,1
6a1dc27d98be8b62b696b36c,30.0,male,Associate,101755.0,7,MORTGAGE,12000.0,PERSONAL,11.11,0.12,7.0,630,No,0
6a1dc27d98be8b62b696bf68,40.0,male,Associate,132788.0,16,RENT,13000.0,HOMEIMPROVEMENT,9.91,0.1,17.0,630,Yes,0
6a1dc27d98be8b62b696a932,33.0,male,Associate,108944.0,7,MORTGAGE,12000.0,DEBTCONSOLIDATION,12.98,0.11,6.0,649,Yes,0
6a1dc27d98be8b62b696b39c,30.0,female,Bachelor,84795.0,4,RENT,7200.0,HOMEIMPROVEMENT,11.01,0.08,5.0,560,Yes,0
6a1dc27d98be8b62b696969e,32.0,female,Master,54892.0,8,MORTGAGE,9250.0,MEDICAL,8.49,0.17,6.0,646,Yes,0
6a1dc27d98be8b62b69674af,26.0,female,Bachelor,96986.0,2,MORTGAGE,5000.0,PERSONAL,14.96,0.05,3.0,637,Yes,0
6a1dc27d98be8b62b69692cb,33.0,female,High School,123500.0,10,RENT,3600.0,MEDICAL,11.01,0.03,6.0,628,No,1
6a1dc27d98be8b62b696c499,23.0,male,Bachelor,120907.0,0,MORTGAGE,10000.0,EDUCATION,12.83,0.08,4.0,666,Yes,0
6a1dc27d98be8b62b696a421,31.0,male,Associate,66962.0,8,RENT,10000.0,HOMEIMPROVEMENT,7.74,0.15,9.0,675,No,0
6a1dc27d98be8b62b6968026,26.0,male,Bachelor,152217.0,4,MORTGAGE,7500.0,HOMEIMPROVEMENT,13.92,0.05,3.0,673,No,0
6a1dc27d98be8b62b696a9b7,28.0,male,Associate,111007.0,5,MORTGAGE,6000.0,EDUCATION,11.01,0.05,7.0,717,No,0
6a1dc27d98be8b62b696ddc8,24.0,male,High School,38368.0,2,RENT,8000.0,DEBTCONSOLIDATION,6.78,0.21,4.0,658,Yes,0
6a1dc27d98be8b62b696f052,24.0,male,Associate,46798.0,1,RENT,12000.0,PERSONAL,12.65,0.26,3.0,675,No,1
6a1dc27d98be8b62b69685be,23.0,female,High School,54040.0,0,MORTGAGE,5500.0,VENTURE,6.17,0.1,4.0,651,Yes,0
6a1dc27d98be8b62b696c3d3,54.0,female,High School,144821.0,29,MORTGAGE,17625.0,PERSONAL,7.49,0.12,19.0,698,Yes,0
6a1dc27d98be8b62b6969f47,31.0,male,Associate,65675.0,12,MORTGAGE,19400.0,MEDICAL,18.53,0.3,10.0,614,No,1
6a1dc27d98be8b62b696e483,26.0,male,High School,114923.0,3,MORTGAGE,18000.0,DEBTCONSOLIDATION,15.28,0.16,4.0,652,Yes,0
6a1dc27d98be8b62b696ee52,27.0,male,Associate,90953.0,3,MORTGAGE,8251.0,DEBTCONSOLIDATION,9.78,0.09,5.0,649,No,1
6a1dc27d98be8b62b696786a,24.0,male,Master,109152.0,1,MORTGAGE,35000.0,EDUCATION,12.68,0.32,2.0,627,Yes,0
6a1dc27d98be8b62b696ad6e,29.0,male,Bachelor,138712.0,8,MORTGAGE,22000.0,MEDICAL,15.23,0.16,7.0,638,Yes,0
6a1dc27d98be8b62b6965532,22.0,male,Associate,58920.0,0,RENT,4500.0,HOMEIMPROVEMENT,9.76,0.08,2.0,450,No,1
6a1dc27d98be8b62b696b28c,29.0,male,Bachelor,71930.0,8,RENT,6000.0,EDUCATION,7.88,0.08,8.0,648,Yes,0
6a1dc27d98be8b62b696c87f,27.0,male,High School,55214.0,5,RENT,3582.0,VENTURE,11.4,0.06,4.0,642,Yes,0
6a1dc27d98be8b62b6968724,24.0,female,High School,61003.0,2,MORTGAGE,7000.0,HOMEIMPROVEMENT,5.42,0.11,3.0,650,No,0
6a1dc27d98be8b62b6964d24,25.0,female,Associate,37515.0,5,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.03,0.27,4.0,649,No,0
6a1dc27d98be8b62b696ca95,30.0,female,Master,34632.0,9,RENT,2531.0,MEDICAL,10.71,0.07,8.0,586,No,0
6a1dc27d98be8b62b696dbea,31.0,male,High School,95672.0,7,MORTGAGE,10000.0,MEDICAL,6.78,0.1,6.0,636,No,0
6a1dc27d98be8b62b6968e00,29.0,female,Bachelor,24979.0,6,RENT,1200.0,DEBTCONSOLIDATION,11.71,0.05,7.0,618,No,1
6a1dc27d98be8b62b696e509,31.0,female,Associate,94379.0,10,MORTGAGE,18000.0,EDUCATION,10.76,0.19,7.0,676,No,0
6a1dc27d98be8b62b696629e,23.0,female,High School,65519.0,0,MORTGAGE,13650.0,EDUCATION,11.01,0.21,2.0,609,No,0
6a1dc27d98be8b62b6964b26,25.0,male,High School,13107.0,2,RENT,1750.0,VENTURE,7.49,0.13,3.0,624,No,1
6a1dc27d98be8b62b696d66c,41.0,female,Associate,45446.0,15,RENT,6000.0,MEDICAL,12.99,0.13,11.0,541,Yes,0
6a1dc27d98be8b62b69677ea,25.0,female,Bachelor,107890.0,2,MORTGAGE,14000.0,MEDICAL,7.49,0.13,2.0,654,Yes,0
6a1dc27d98be8b62b696e53c,28.0,female,Associate,107648.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.22,0.09,6.0,662,Yes,0
6a1dc27d98be8b62b696ca64,28.0,female,Master,37972.0,3,MORTGAGE,9973.0,DEBTCONSOLIDATION,9.02,0.26,6.0,533,Yes,0
6a1dc27d98be8b62b696bc9c,36.0,male,Bachelor,69494.0,10,MORTGAGE,6200.0,VENTURE,11.01,0.09,11.0,658,No,1
6a1dc27d98be8b62b696cf8d,32.0,male,Master,41043.0,7,RENT,6000.0,DEBTCONSOLIDATION,10.91,0.15,6.0,535,Yes,0
6a1dc27d98be8b62b6968f1f,28.0,male,Associate,49163.0,4,RENT,14000.0,PERSONAL,11.89,0.28,5.0,590,No,1
6a1dc27d98be8b62b696f19a,29.0,male,Bachelor,41649.0,10,RENT,6000.0,DEBTCONSOLIDATION,15.09,0.14,6.0,666,No,1
6a1dc27d98be8b62b6966a7b,23.0,female,Bachelor,22364.0,0,RENT,8500.0,HOMEIMPROVEMENT,11.01,0.38,3.0,644,No,1
6a1dc27d98be8b62b6968383,22.0,male,Bachelor,66172.0,1,RENT,5600.0,VENTURE,9.63,0.08,3.0,677,Yes,0
6a1dc27d98be8b62b696883c,23.0,female,Bachelor,139313.0,1,RENT,7500.0,EDUCATION,11.28,0.05,4.0,622,Yes,0
6a1dc27d98be8b62b696573d,21.0,male,Bachelor,39303.0,0,RENT,5000.0,EDUCATION,7.68,0.13,4.0,647,Yes,0
6a1dc27d98be8b62b6966609,22.0,male,Master,71914.0,0,MORTGAGE,6000.0,MEDICAL,11.01,0.08,2.0,679,Yes,0
6a1dc27d98be8b62b6968fb4,27.0,female,Associate,36989.0,7,RENT,13000.0,PERSONAL,7.88,0.35,10.0,703,No,1
6a1dc27d98be8b62b69653cd,23.0,female,Bachelor,47769.0,2,MORTGAGE,10000.0,EDUCATION,7.51,0.21,2.0,692,No,0
6a1dc27d98be8b62b69655d9,21.0,female,High School,49300.0,1,MORTGAGE,7200.0,MEDICAL,7.88,0.15,2.0,592,Yes,0
6a1dc27d98be8b62b6965781,26.0,male,Associate,43996.0,4,RENT,5000.0,VENTURE,10.37,0.11,4.0,675,No,0
6a1dc27d98be8b62b696d775,25.0,female,High School,76716.0,2,MORTGAGE,2500.0,DEBTCONSOLIDATION,12.86,0.03,4.0,497,Yes,0
6a1dc27d98be8b62b696788d,22.0,male,High School,48966.0,0,RENT,2800.0,EDUCATION,7.49,0.06,2.0,675,No,0
6a1dc27d98be8b62b6966724,24.0,male,Associate,44116.0,2,RENT,8000.0,VENTURE,14.96,0.18,2.0,683,No,1
6a1dc27d98be8b62b69658a3,23.0,female,Bachelor,72890.0,0,RENT,9000.0,EDUCATION,13.61,0.12,4.0,659,Yes,0
6a1dc27d98be8b62b696b0da,32.0,male,High School,211222.0,9,MORTGAGE,24000.0,HOMEIMPROVEMENT,11.01,0.11,7.0,695,No,0
6a1dc27d98be8b62b6966173,23.0,female,Bachelor,42595.0,0,RENT,6600.0,EDUCATION,7.49,0.15,3.0,616,Yes,0
6a1dc27d98be8b62b6964b8c,22.0,male,High School,26812.0,0,RENT,2000.0,DEBTCONSOLIDATION,16.89,0.07,2.0,647,No,1
6a1dc27d98be8b62b696e514,29.0,male,Master,58386.0,7,RENT,4200.0,MEDICAL,11.56,0.07,4.0,731,No,0
6a1dc27d98be8b62b6969bd4,27.0,female,Associate,38656.0,4,RENT,7000.0,PERSONAL,9.88,0.18,9.0,581,No,0
6a1dc27d98be8b62b696d424,25.0,female,Bachelor,96913.0,3,MORTGAGE,6000.0,HOMEIMPROVEMENT,6.75,0.06,4.0,697,No,0
6a1dc27d98be8b62b6969ffe,33.0,male,Doctorate,125640.0,9,RENT,8000.0,DEBTCONSOLIDATION,11.58,0.06,8.0,666,No,0
6a1dc27d98be8b62b6965b81,21.0,male,Master,53886.0,0,RENT,5500.0,PERSONAL,15.28,0.1,3.0,656,No,1
6a1dc27d98be8b62b696cdf6,36.0,female,Bachelor,120748.0,13,MORTGAGE,6000.0,EDUCATION,8.13,0.05,15.0,690,No,0
6a1dc27d98be8b62b696bc2e,43.0,male,Associate,60699.0,22,RENT,8000.0,HOMEIMPROVEMENT,12.84,0.13,17.0,643,No,0
6a1dc27d98be8b62b69644ff,25.0,male,High School,16378.0,0,OWN,3000.0,DEBTCONSOLIDATION,12.87,0.18,4.0,603,No,1
6a1dc27d98be8b62b69663fd,24.0,male,High School,66944.0,0,MORTGAGE,8000.0,HOMEIMPROVEMENT,8.0,0.12,2.0,512,Yes,0
6a1dc27d98be8b62b6966a0b,24.0,female,Master,100474.0,0,RENT,8300.0,HOMEIMPROVEMENT,7.88,0.08,2.0,667,Yes,0
6a1dc27d98be8b62b696d97b,35.0,male,Associate,44309.0,10,RENT,3000.0,DEBTCONSOLIDATION,5.43,0.07,6.0,643,No,0
6a1dc27d98be8b62b696e87f,30.0,male,Master,55091.0,7,MORTGAGE,7500.0,EDUCATION,10.56,0.14,5.0,656,Yes,0
6a1dc27d98be8b62b696d100,24.0,female,Bachelor,63020.0,3,RENT,10000.0,VENTURE,10.11,0.16,3.0,634,No,0
6a1dc27d98be8b62b696a273,34.0,female,Associate,76311.0,10,OWN,20500.0,VENTURE,20.0,0.27,8.0,678,No,1
6a1dc27d98be8b62b696a38e,27.0,male,Bachelor,87098.0,3,MORTGAGE,11500.0,EDUCATION,9.63,0.13,9.0,648,No,0
6a1dc27d98be8b62b696d445,29.0,male,High School,25427.0,3,OWN,3900.0,VENTURE,13.05,0.15,9.0,669,No,0
6a1dc27d98be8b62b69695c9,32.0,female,Bachelor,44654.0,10,RENT,5000.0,HOMEIMPROVEMENT,6.91,0.11,5.0,653,No,1
6a1dc27d98be8b62b696542b,26.0,male,Bachelor,63990.0,4,RENT,4000.0,PERSONAL,11.01,0.06,3.0,634,Yes,0
6a1dc27d98be8b62b696c9b0,27.0,female,High School,106751.0,3,MORTGAGE,14400.0,HOMEIMPROVEMENT,11.46,0.13,5.0,581,Yes,0
6a1dc27d98be8b62b69688de,25.0,female,High School,69446.0,7,RENT,9500.0,PERSONAL,12.53,0.14,2.0,623,No,0
6a1dc27d98be8b62b696b5ba,27.0,male,Master,136429.0,2,MORTGAGE,20000.0,DEBTCONSOLIDATION,11.01,0.15,8.0,609,No,1
6a1dc27d98be8b62b69648a3,22.0,female,Associate,97065.0,2,RENT,18000.0,EDUCATION,10.99,0.19,4.0,667,Yes,0
6a1dc27d98be8b62b696a15d,34.0,female,Associate,44083.0,9,RENT,9500.0,DEBTCONSOLIDATION,8.59,0.22,8.0,649,No,0
6a1dc27d98be8b62b696c9c9,23.0,male,Associate,35725.0,0,RENT,4766.0,MEDICAL,12.41,0.13,5.0,632,No,0
6a1dc27d98be8b62b696f441,23.0,female,Bachelor,58744.0,0,RENT,16474.0,MEDICAL,9.18,0.28,4.0,679,No,1
6a1dc27d98be8b62b696d257,32.0,male,Associate,109374.0,8,MORTGAGE,5000.0,HOMEIMPROVEMENT,9.29,0.05,6.0,680,Yes,0
6a1dc27d98be8b62b696c861,31.0,male,Master,74480.0,8,RENT,6000.0,HOMEIMPROVEMENT,10.6,0.08,6.0,620,No,0
6a1dc27d98be8b62b696638d,22.0,female,Bachelor,66945.0,0,MORTGAGE,12000.0,VENTURE,9.99,0.18,4.0,654,Yes,0
6a1dc27d98be8b62b696990a,28.0,male,High School,48255.0,2,RENT,6000.0,DEBTCONSOLIDATION,6.17,0.12,7.0,616,No,0
6a1dc27d98be8b62b6965041,21.0,female,High School,37045.0,0,RENT,3200.0,MEDICAL,11.14,0.09,3.0,642,No,0
6a1dc27d98be8b62b696e69b,38.0,female,Associate,67073.0,13,RENT,6000.0,PERSONAL,12.99,0.09,13.0,574,Yes,0
6a1dc27d98be8b62b69686c3,25.0,female,Master,46341.0,5,RENT,10000.0,EDUCATION,7.49,0.22,2.0,697,Yes,0
6a1dc27d98be8b62b6964cab,24.0,male,Master,20806.0,2,RENT,2400.0,MEDICAL,13.98,0.12,4.0,707,No,1
6a1dc27d98be8b62b69657a6,23.0,female,Bachelor,46467.0,3,RENT,5000.0,MEDICAL,11.58,0.11,3.0,709,No,0
6a1dc27d98be8b62b696b021,33.0,female,High School,178617.0,8,MORTGAGE,8000.0,VENTURE,13.98,0.04,5.0,582,Yes,0
6a1dc27d98be8b62b696c766,27.0,male,High School,204978.0,4,RENT,12000.0,PERSONAL,7.18,0.06,5.0,559,Yes,0
