_id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
6a1dc27d98be8b62b69682b2,26.0,male,Bachelor,379348.0,1,MORTGAGE,12000.0,DEBTCONSOLIDATION,13.47,0.03,3.0,624,No,0
6a1dc27d98be8b62b696a8d4,33.0,male,Bachelor,133290.0,8,RENT,12000.0,HOMEIMPROVEMENT,10.65,0.09,5.0,613,No,0
6a1dc27d98be8b62b696b267,32.0,male,Master,79188.0,9,MORTGAGE,5600.0,PERSONAL,11.58,0.07,5.0,622,Yes,0
6a1dc27d98be8b62b696c43f,23.0,male,High School,49190.0,1,RENT,10000.0,EDUCATION,6.93,0.2,3.0,617,Yes,0
6a1dc27d98be8b62b696e5af,32.0,female,Associate,31294.0,9,OWN,10692.0,PERSONAL,13.64,0.34,9.0,601,Yes,0
6a1dc27d98be8b62b696b830,47.0,female,High School,37154.0,24,RENT,3000.0,PERSONAL,12.23,0.08,16.0,564,Yes,0
6a1dc27d98be8b62b6967945,25.0,male,Bachelor,46038.0,2,RENT,12500.0,DEBTCONSOLIDATION,18.62,0.27,3.0,643,No,1
6a1dc27d98be8b62b6965a46,22.0,male,Associate,82543.0,2,RENT,5000.0,PERSONAL,9.99,0.06,3.0,667,No,0
6a1dc27d98be8b62b696afae,28.0,male,Bachelor,168935.0,6,MORTGAGE,5000.0,HOMEIMPROVEMENT,11.49,0.03,9.0,597,Yes,0
6a1dc27d98be8b62b6967010,21.0,male,High School,60415.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.71,0.17,3.0,603,Yes,0
6a1dc27d98be8b62b69657fa,22.0,male,Bachelor,44221.0,0,RENT,5000.0,MEDICAL,16.32,0.11,4.0,647,No,1
6a1dc27d98be8b62b6965c66,22.0,male,Master,15498.0,1,RENT,6000.0,DEBTCONSOLIDATION,8.88,0.39,4.0,708,No,1
6a1dc27d98be8b62b696cf29,26.0,female,Associate,73033.0,3,MORTGAGE,13500.0,PERSONAL,7.49,0.18,3.0,629,Yes,0
6a1dc27d98be8b62b696c313,70.0,male,Bachelor,53308.0,50,MORTGAGE,7000.0,PERSONAL,11.66,0.13,24.0,651,Yes,0
6a1dc27d98be8b62b6967471,23.0,male,High School,41807.0,1,RENT,12000.0,DEBTCONSOLIDATION,12.84,0.29,4.0,612,No,1
6a1dc27d98be8b62b696484d,22.0,female,High School,60829.0,1,RENT,18250.0,DEBTCONSOLIDATION,16.7,0.3,3.0,633,No,1
6a1dc27d98be8b62b696cfdb,24.0,female,High School,60720.0,2,RENT,5000.0,DEBTCONSOLIDATION,10.77,0.08,3.0,654,No,0
6a1dc27d98be8b62b696d964,23.0,male,High School,61259.0,2,RENT,7000.0,DEBTCONSOLIDATION,14.37,0.11,4.0,532,Yes,0
6a1dc27d98be8b62b6965338,23.0,female,Associate,32181.0,3,RENT,4000.0,PERSONAL,12.87,0.12,3.0,651,No,1
6a1dc27d98be8b62b6969bc2,29.0,female,High School,65701.0,6,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.32,0.18,7.0,657,No,0
6a1dc27d98be8b62b696df57,26.0,male,Bachelor,56025.0,5,RENT,13000.0,EDUCATION,13.69,0.23,7.0,687,No,0
6a1dc27d98be8b62b696cdb9,47.0,male,Associate,45420.0,24,MORTGAGE,7400.0,PERSONAL,8.0,0.16,15.0,689,Yes,0
6a1dc27d98be8b62b696b324,32.0,male,Bachelor,44499.0,12,MORTGAGE,2600.0,PERSONAL,7.49,0.06,10.0,638,Yes,0
6a1dc27d98be8b62b6965e31,22.0,female,Bachelor,58578.0,3,RENT,6000.0,VENTURE,7.49,0.1,4.0,721,No,0
6a1dc27d98be8b62b69648aa,26.0,male,Master,29897.0,1,MORTGAGE,2100.0,PERSONAL,13.11,0.07,3.0,674,No,0
6a1dc27d98be8b62b696df2a,27.0,male,High School,55002.0,3,RENT,10436.0,VENTURE,12.28,0.19,5.0,664,No,0
6a1dc27d98be8b62b696a5d4,33.0,female,Bachelor,94375.0,12,MORTGAGE,10000.0,VENTURE,11.01,0.11,10.0,709,Yes,0
6a1dc27d98be8b62b6969452,31.0,male,Bachelor,21336.0,6,RENT,4575.0,VENTURE,11.48,0.21,7.0,688,No,1
6a1dc27d98be8b62b696e5a8,27.0,female,Associate,126946.0,5,MORTGAGE,10000.0,VENTURE,7.32,0.08,3.0,697,Yes,0
6a1dc27d98be8b62b696a67b,30.0,male,High School,37129.0,6,RENT,12000.0,DEBTCONSOLIDATION,15.21,0.32,6.0,635,No,1
6a1dc27d98be8b62b696e144,31.0,female,Bachelor,124608.0,10,MORTGAGE,35000.0,PERSONAL,9.05,0.28,8.0,637,Yes,0
6a1dc27d98be8b62b696471a,22.0,female,Associate,70529.0,1,RENT,20000.0,DEBTCONSOLIDATION,13.11,0.28,2.0,593,No,1
6a1dc27d98be8b62b69678aa,26.0,male,Bachelor,64106.0,5,RENT,2800.0,VENTURE,13.47,0.04,4.0,658,Yes,0
6a1dc27d98be8b62b696d831,26.0,male,Associate,65776.0,3,MORTGAGE,3527.0,PERSONAL,8.96,0.05,3.0,663,Yes,0
6a1dc27d98be8b62b696d995,26.0,male,High School,28374.0,1,RENT,5000.0,MEDICAL,13.57,0.18,4.0,582,Yes,0
6a1dc27d98be8b62b6967c41,24.0,male,Associate,84718.0,1,RENT,14400.0,HOMEIMPROVEMENT,12.23,0.17,4.0,603,Yes,0
6a1dc27d98be8b62b696af6b,33.0,female,Master,162982.0,11,OWN,6275.0,PERSONAL,6.91,0.04,7.0,745,No,0
6a1dc27d98be8b62b696b32e,30.0,male,Associate,46543.0,6,OWN,6000.0,HOMEIMPROVEMENT,11.58,0.13,8.0,677,Yes,0
6a1dc27d98be8b62b696da20,31.0,female,Master,82529.0,8,RENT,13595.0,DEBTCONSOLIDATION,8.13,0.16,5.0,676,Yes,0
6a1dc27d98be8b62b6969ae9,27.0,male,High School,27386.0,3,RENT,6500.0,VENTURE,16.35,0.24,7.0,683,No,1
6a1dc27d98be8b62b696d05a,22.0,female,Associate,42454.0,0,RENT,3000.0,EDUCATION,13.71,0.07,3.0,570,Yes,0
6a1dc27d98be8b62b696c997,24.0,male,Master,157426.0,0,MORTGAGE,15000.0,EDUCATION,8.94,0.1,4.0,679,No,0
6a1dc27d98be8b62b696a821,27.0,male,Bachelor,103166.0,5,OWN,10000.0,VENTURE,13.23,0.1,7.0,616,No,0
6a1dc27d98be8b62b696e246,25.0,male,Associate,48695.0,5,RENT,1438.0,VENTURE,9.4,0.03,4.0,606,Yes,0
6a1dc27d98be8b62b69668ea,25.0,female,Master,33578.0,3,RENT,5000.0,DEBTCONSOLIDATION,7.9,0.15,2.0,615,No,1
6a1dc27d98be8b62b696af8a,27.0,female,Bachelor,164162.0,6,MORTGAGE,5000.0,PERSONAL,6.17,0.03,10.0,640,Yes,0
6a1dc27d98be8b62b696a140,32.0,male,Associate,78891.0,7,MORTGAGE,12000.0,VENTURE,7.88,0.15,5.0,597,Yes,0
6a1dc27d98be8b62b696cf33,32.0,female,Master,97027.0,7,MORTGAGE,5000.0,VENTURE,7.61,0.05,14.0,702,No,0
6a1dc27d98be8b62b6966649,24.0,female,Master,35676.0,4,RENT,8000.0,MEDICAL,15.65,0.22,2.0,655,Yes,0
6a1dc27d98be8b62b696bda4,48.0,male,Doctorate,87294.0,25,MORTGAGE,7000.0,HOMEIMPROVEMENT,14.96,0.08,17.0,733,Yes,0
6a1dc27d98be8b62b696998f,28.0,female,High School,61559.0,6,OWN,8500.0,HOMEIMPROVEMENT,14.83,0.14,5.0,639,Yes,0
6a1dc27d98be8b62b696d063,29.0,male,Associate,60928.0,4,MORTGAGE,21856.0,MEDICAL,12.23,0.36,10.0,705,No,0
6a1dc27d98be8b62b6966ba7,22.0,female,High School,76942.0,0,RENT,9225.0,EDUCATION,5.99,0.12,4.0,576,No,0
6a1dc27d98be8b62b6965633,21.0,male,High School,50089.0,0,MORTGAGE,3000.0,PERSONAL,5.79,0.06,4.0,632,Yes,0
6a1dc27d98be8b62b696be23,48.0,male,Master,66910.0,24,RENT,10200.0,MEDICAL,13.92,0.15,16.0,755,Yes,0
6a1dc27d98be8b62b696c831,25.0,male,Bachelor,136954.0,0,MORTGAGE,6415.0,DEBTCONSOLIDATION,8.95,0.05,6.0,598,Yes,0
6a1dc27d98be8b62b6968092,25.0,male,Associate,70438.0,2,RENT,15000.0,DEBTCONSOLIDATION,18.25,0.21,2.0,615,No,1
6a1dc27d98be8b62b69693f8,27.0,male,High School,25165.0,4,RENT,4350.0,DEBTCONSOLIDATION,16.29,0.17,7.0,535,No,1
6a1dc27d98be8b62b6964763,25.0,male,High School,91179.0,0,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.22,4.0,658,Yes,0
6a1dc27d98be8b62b6964913,22.0,male,Bachelor,107908.0,0,RENT,17000.0,DEBTCONSOLIDATION,9.63,0.16,4.0,683,No,0
6a1dc27d98be8b62b696db79,26.0,female,Bachelor,96634.0,4,MORTGAGE,18000.0,EDUCATION,5.79,0.19,4.0,662,Yes,0
